SPECIES,LATITUDE,LONGITUDE,longlat.uncertainty,Year,Month
Atriplex vesicaria,-30.766389,134.75,10000,1925,10
Atriplex vesicaria,-31.433333,131.016667,1000,1954,10
Atriplex lindleyi subsp. lindleyi,-34.178149,140.752458,10000,1915,10
Atriplex lindleyi subsp. inflata,-29.647872,138.064662,10000,1917,10
Atriplex lindleyi subsp. inflata,-34.17,140.75,10000,1915,10
Atriplex lindleyi,-29.65,138.066667,10000,1917,10
Atriplex lindleyi subsp. conduplicata,-29.65,138.07,10000,1917,10
Atriplex vesicaria,-32.38,135.53,30000,1972,10
Atriplex vesicaria,-32.116389,135.874444,1000,1972,10
Atriplex quadrivalvata var. sessilifolia,-30.004553,136.044128,30000,1971,10
Atriplex crassipes,-30.716667,137.3,10000,1989,10
Atriplex spongiosa,-30.566667,137.3,1000,1989,10
Atriplex holocarpa,-32.066667,139.883333,1000,1973,10
Atriplex lindleyi,-32.066667,139.883333,1000,1973,10
Atriplex vesicaria,-32.066667,139.883333,1000,1973,10
Atriplex angulata,-32.066667,139.883333,1000,1973,10
Atriplex cinerea,-34.766667,135.954167,1000,1988,10
Atriplex fissivalvis,-30.666667,137.466667,1000,1989,10
Atriplex paludosa subsp. cordata,-34.402222,137.455833,150,2004,10
Atriplex velutinella,-28.05,135.9,125000,1968,10
Atriplex spongiosa,-28.333333,140.416667,10000,1988,10
Atriplex eardleyae,-32.424444,138.356389,15,1996,10
Atriplex vesicaria,-32.5722,138.7375,15,1996,10
Atriplex vesicaria,-32.318056,138.482778,150,1996,10
Atriplex suberecta,-32.864444,138.618889,150,1996,10
Atriplex pseudocampanulata,-27.208611,140.163333,150,1983,10
Atriplex cinerea,-36.83,139.85,1000,1984,10
Atriplex holocarpa,-30.866667,132.133333,1000,1983,10
Atriplex holocarpa,-32.433333,136.066667,1000,1983,10
Atriplex vesicaria,-31.033333,132.166667,1000,1983,10
Atriplex incrassata,-28.916667,134.866667,1000,1994,10
Atriplex quinii,-26.233333,134.75,1000,1994,10
Atriplex incrassata,-26.15,134.75,10000,1994,10
Atriplex incrassata,-26.15,134.8,1000,1994,10
Atriplex paludosa subsp. cordata,-36.3,139.7,1000,1975,10
Atriplex paludosa subsp. paludosa,-36.18,139.65,1000,1975,10
Atriplex vesicaria,-33.5689,139.1475,15,1994,10
Atriplex vesicaria,-33.622222,139.244167,15,1994,10
Atriplex limbata,-26.27,131.48,15,1998,10
Atriplex limbata,-26.913889,132.948333,150,1998,10
Atriplex holocarpa,-26.895833,132.999444,150,1998,10
Atriplex vesicaria,-26.895833,132.999444,150,1998,10
Atriplex nummularia subsp. nummularia,-26.989167,133.286389,150,1998,10
Atriplex nummularia subsp. nummularia,-26.276944,131.460556,150,1998,10
Atriplex semibaccata,-34.169444,136.044167,15,1995,10
Atriplex cinerea,-34.681667,135.390833,15,1995,10
Atriplex vesicaria,-34.25,139.733333,1000,1995,10
Atriplex nummularia,-34.25,139.733333,1000,1995,10
Atriplex acutibractea subsp. acutibractea,-34.65,139.37,1000,1995,10
Atriplex vesicaria,-35.511511,138.214999,150,1998,10
Atriplex leptocarpa,-34.040372,140.714957,150,1996,10
Atriplex acutibractea subsp. acutibractea,-33.982038,140.717734,1000,1996,10
Atriplex lobativalvis,-27.06425,138.532415,150,1995,10
Atriplex holocarpa,-26.65,138.13,1000,1996,10
Atriplex limbata,-26.58,137.85,1000,1996,10
Atriplex angulata,-27.782015,140.867676,1000,1996,10
Atriplex fissivalvis,-29.974552,136.279403,150,1996,10
Atriplex velutinella,-27.05,138.77,1000,1996,10
Atriplex limbata,-28.48203,138.684369,1000,1996,10
Atriplex crassipes var. crassipes,-27.05,138.77,1000,1996,10
Atriplex limbata,-27.415361,138.68436,1000,1996,10
Atriplex spongiosa,-27.415361,138.68436,1000,1996,10
Atriplex holocarpa,-27.415361,138.68436,1000,1996,10
Atriplex leptocarpa,-27.1,138.4,1000,1996,10
Atriplex eichleri,-27.06425,138.531859,150,1996,10
Atriplex angulata,-27.110082,138.81408,150,1996,10
Atriplex angulata,-27.088139,138.519637,150,1996,10
Atriplex lobativalvis,-27.082028,138.517693,1000,1996,10
Atriplex velutinella,-26.4,137.4,1000,1996,10
Atriplex angulata,-26.4,137.4,1000,1996,10
Atriplex angulata,-26.1,140.4,1000,1996,10
Atriplex holocarpa,-26.1,140.4,1000,1996,10
Atriplex incrassata,-27.182589,137.598257,150,1996,10
Atriplex vesicaria,-27.95,140.88,1000,1996,10
Atriplex crassipes var. crassipes,-28,140.9,1000,1996,10
Atriplex spongiosa,-29.454167,136.208056,150,1995,10
Atriplex eardleyae,-32.811667,139.060833,10000,1983,10
Atriplex incrassata,-26.038333,134.8075,10000,1994,10
Atriplex incrassata,-26,134.959722,10000,1994,10
Atriplex incrassata,-28.633333,134.875,30000,1994,10
Atriplex semibaccata,-33.521389,138.364167,150,1992,10
Atriplex semibaccata,-32.854444,138.420556,15,1992,10
Atriplex semibaccata,-33.060833,138.298333,15,1992,10
Atriplex semibaccata,-33.608056,138.006389,15,1992,10
Atriplex lindleyi subsp. lindleyi,-32.525833,138.184444,150,1992,10
Atriplex eichleri,-32.513056,138.242222,15,1992,10
Atriplex lindleyi,-32.266667,138.116111,15,1992,10
Atriplex vesicaria,-33.017222,138.027778,15,1992,10
Atriplex angulata,-32.272778,138.160278,15,1992,10
Atriplex angulata,-32.266667,138.116111,15,1992,10
Atriplex angulata,-32.525833,138.184444,150,1992,10
Atriplex acutibractea,-33.513889,138.016111,15,1992,10
Atriplex holocarpa,-32.301111,138.239444,15,1992,10
Atriplex eardleyae,-32.364722,138.079444,15,1992,10
Atriplex vesicaria,-32.525833,138.184444,150,1992,10
Atriplex stipitata,-33.649722,138.350833,15,1992,10
Atriplex eardleyae,-32.301111,138.239444,15,1992,10
Atriplex prostrata,-32.272778,138.160278,15,1992,10
Atriplex elachophylla,-27.316667,133.283333,1000,1994,10
Atriplex limbata,-26.166944,131.876389,150,1994,10
Atriplex holocarpa,-26.166944,131.876389,150,1994,10
Atriplex elachophylla,-26.109167,132.099444,150,1994,10
Atriplex elachophylla,-26.111667,132.133333,15,1994,10
Atriplex elachophylla,-26.105,132.135,15,1994,10
Atriplex nummularia subsp. nummularia,-26.248611,131.793333,150,1994,10
Atriplex holocarpa,-26.133889,131.949722,150,1994,10
Atriplex vesicaria,-33.35,137.316667,1000,1991,10
Atriplex acutibractea subsp. acutibractea,-33.332061,137.234428,1000,1991,10
Atriplex paludosa subsp. cordata,-34.732067,137.484441,1000,1991,10
Atriplex cinerea,-36.961785,139.680281,1000,1989,10
Atriplex cordifolia,-31.220922,139.773827,30000,1971,10
Atriplex spongiosa,-32.116667,137.583333,10000,1928,10
Atriplex lindleyi subsp. lindleyi,-32.5,138,10000,1994,10
Atriplex vesicaria,-33.1,137.216667,1000,1980,10
Atriplex leptocarpa,-34.866667,139.4,1000,1993,10
Atriplex acutibractea subsp. acutibractea,-34.0904,140.1036,10000,1993,10
Atriplex stipitata,-34.115377,140.117742,1000,1993,10
Atriplex prostrata,-35.75,137.95,1000,1992,10
Atriplex stipitata,-31.332041,138.584394,1000,1984,10
Atriplex semibaccata,-36.4,140.9,1000,1993,10
Atriplex acutibractea subsp. acutibractea,-32.3,137.1,1000,1990,10
Atriplex nummularia,-32.399001,137.225252,30000,1990,10
Atriplex angulata,-31.633333,137.616667,1000,1992,10
Atriplex velutinella,-31.616667,137.633333,1000,1993,10
Atriplex limbata,-31.616667,137.666667,1000,1992,10
Atriplex suberecta,-32.35,138.033333,1000,1980,10
Atriplex semibaccata,-34.505,135.965,15,1995,10
Atriplex cinerea,-34.076389,136.356389,150,1995,10
Atriplex semibaccata,-33.464167,139.040556,15,1994,10
Atriplex vesicaria subsp. macrocystidia,-33.2547,139.1875,15,1994,10
Atriplex vesicaria,-33.200556,139.170556,15,1994,10
Atriplex vesicaria,-29.491667,135.700278,150,1995,10
Atriplex spongiosa,-29.479444,135.698333,150,1995,10
Atriplex incrassata,-29.447222,135.685278,150,1995,10
Atriplex vesicaria,-29.576667,136.130833,150,1995,10
Atriplex nummularia subsp. omissa,-29.576667,136.130833,150,1995,10
Atriplex macropterocarpa,-29.576667,136.130833,150,1995,10
Atriplex fissivalvis,-29.576667,136.130833,150,1995,10
Atriplex stipitata,-33.929,139.195,15,1994,10
Atriplex macropterocarpa,-29.289167,135.183333,15,1995,10
Atriplex angulata,-29.289167,135.183333,15,1995,10
Atriplex spongiosa,-29.2525,135.1825,15,1995,10
Atriplex vesicaria,-29.289167,135.183333,15,1995,10
Atriplex spongiosa,-29.2525,135.1825,150,1995,10
Atriplex fissivalvis,-29.2525,135.1825,15,1995,10
Atriplex quinii,-29.491667,135.700278,150,1995,10
Atriplex stipitata,-33.763889,139.081111,15,1994,10
Atriplex vesicaria,-33.843333,139.185556,15,1994,10
Atriplex vesicaria,-33.8514,139.1375,15,1994,10
Atriplex pumilio,-33.330556,138.970278,15,1994,10
Atriplex vesicaria,-33.929,139.195,15,1994,10
Atriplex vesicaria,-33.2547,139.1875,15,1994,10
Atriplex lindleyi subsp. inflata,-33.8075,139.1356,15,1994,10
Atriplex velutinella,-33.828611,139.113889,15,1994,10
Atriplex vesicaria,-33.200556,139.170556,15,1994,10
Atriplex eardleyae,-33.201389,139.189722,15,1994,10
Atriplex vesicaria,-33.2075,139.1789,15,1994,10
Atriplex semibaccata,-33.654722,138.983611,15,1994,10
Atriplex vesicaria,-33.356944,139.176944,150,1994,10
Atriplex vesicaria,-33.463889,139.150833,150,1994,10
Atriplex vesicaria,-33.463889,139.150833,150,1994,10
Atriplex vesicaria,-33.463889,139.150833,150,1994,10
Atriplex lindleyi subsp. inflata,-33.269167,139.112222,15,1994,10
Atriplex vesicaria,-33.110556,139.034167,15,1994,10
Atriplex vesicaria,-33.201389,139.189722,15,1994,10
Atriplex spongiosa,-29.576667,136.130833,150,1995,10
Atriplex angulata,-29.576667,136.130833,150,1995,10
Atriplex intermedia,-29.063889,135.052222,15,1995,10
Atriplex paludosa subsp. cordata,-34.045833,136.245556,15,1995,10
Atriplex vesicaria,-32.322778,138.329444,15,1996,10
Atriplex stipitata,-32.01,138.18,15,1996,10
Atriplex spongiosa,-32.124444,138.261944,15,1996,10
Atriplex leptocarpa,-32.040833,138.489167,15,1996,10
Atriplex angulata,-32.040833,138.489167,15,1996,10
Atriplex vesicaria,-32.040833,138.489167,15,1996,10
Atriplex vesicaria,-32.133333,138.346111,15,1996,10
Atriplex eardleyae,-32.241111,138.431944,15,1996,10
Atriplex spongiosa,-32.325556,138.335833,15,1996,10
Atriplex vesicaria,-32.325556,138.335833,15,1996,10
Atriplex vesicaria,-32.325556,138.335833,15,1996,10
Atriplex vesicaria,-32.322778,138.329444,15,1996,10
Atriplex eardleyae,-32.827222,138.974167,15,1996,10
Atriplex angulata,-32.124444,138.261944,15,1996,10
Atriplex stipitata,-32.689167,138.813889,15,1996,10
Atriplex vesicaria,-32.689167,138.813889,15,1996,10
Atriplex eardleyae,-32.2075,138.5283,15,1996,10
Atriplex holocarpa,-32.080556,138.578611,150,1996,10
Atriplex lindleyi subsp. inflata,-32.080556,138.578611,150,1996,10
Atriplex spongiosa,-32.241111,138.431944,15,1996,10
Atriplex prostrata,-32.730278,138.679444,15,1996,10
Atriplex suberecta,-32.093611,138.292778,15,1996,10
Atriplex suberecta,-32.818889,138.850278,15,1996,10
Atriplex suberecta,-32.746944,138.599444,15,1996,10
Atriplex suberecta,-32.939722,138.596944,15,1996,10
Atriplex paludosa subsp. paludosa,-32.947222,137.939167,15,1996,10
Atriplex paludosa subsp. paludosa,-32.878056,137.924444,15,1996,10
Atriplex lindleyi subsp. inflata,-32.509444,137.803889,15,1996,10
Atriplex lindleyi subsp. inflata,-32.377778,137.821944,15,1996,10
Atriplex stipitata,-32.97,137.98,150,1996,10
Atriplex holocarpa,-32.378,137.825,15,1996,10
Atriplex vesicaria,-32.265278,137.868333,15,1996,10
Atriplex angulata,-32.378,137.825,15,1996,10
Atriplex spongiosa,-32.429722,137.849167,15,1996,10
Atriplex vesicaria,-32.97,137.98,150,1996,10
Atriplex spongiosa,-32.781389,137.955278,15,1996,10
Atriplex lindleyi subsp. inflata,-32.776944,137.964444,15,1996,10
Atriplex elachophylla,-27.025,129.876,15,1996,10
Atriplex vesicaria,-27.433333,130.636389,15,1996,10
Atriplex elachophylla,-26.761111,132.024167,150,1996,10
Atriplex nummularia subsp. nummularia,-26.768333,132.029722,15,1996,10
Atriplex eardleyae,-32.375,138.643,15,1996,10
Atriplex holocarpa,-32.343889,138.625556,15,1996,10
Atriplex eardleyae,-32.339167,138.606944,15,1996,10
Atriplex holocarpa,-32.75,138.37,15,1996,10
Atriplex angulata,-32.188611,138.176111,150,1996,10
Atriplex holocarpa,-32.188611,138.176111,150,1996,10
Atriplex vesicaria,-32.559167,138.848889,15,1996,10
Atriplex vesicaria,-32.554,138.835,15,1996,10
Atriplex vesicaria,-32.516,138.795,15,1996,10
Atriplex vesicaria,-32.559167,138.848889,15,1996,10
Atriplex holocarpa,-32.564167,138.784167,15,1996,10
Atriplex eardleyae,-32.75,138.37,15,1996,10
Atriplex vesicaria,-32.51,138.35,15,1996,10
Atriplex vesicaria,-32.055278,138.084722,15,1996,10
Atriplex stipitata,-32.040833,138.489167,15,1996,10
Atriplex stipitata,-32.103056,138.498333,15,1996,10
Atriplex stipitata,-32.055278,138.267222,15,1996,10
Atriplex stipitata,-32.083333,138.322778,150,1996,10
Atriplex lindleyi subsp. lindleyi,-32.083333,138.322778,150,1996,10
Atriplex stipitata,-32.083333,138.322778,150,1996,10
Atriplex angulata,-32.208056,138.273056,15,1996,10
Atriplex lindleyi subsp. inflata,-32.208056,138.273056,15,1996,10
Atriplex vesicaria,-32.435833,138.380833,15,1996,10
Atriplex angulata,-32.311667,138.350556,15,1996,10
Atriplex angulata,-32.325556,138.335833,15,1996,10
Atriplex stipitata,-32.058333,138.036111,15,1996,10
Atriplex lindleyi subsp. inflata,-32.126944,138.161667,150,1996,10
Atriplex stipitata,-32.133333,138.346111,15,1996,10
Atriplex lindleyi subsp. lindleyi,-32.566111,138.739722,150,1996,10
Atriplex acutibractea subsp. acutibractea,-32.0675,138.6031,15,1996,10
Atriplex semibaccata,-32.843889,138.533611,15,1996,10
Atriplex lindleyi subsp. inflata,-32.343889,138.625556,15,1996,10
Atriplex lindleyi subsp. lindleyi,-32.564167,138.784167,15,1996,10
Atriplex lindleyi subsp. lindleyi,-32.585,138.853,15,1996,10
Atriplex stipitata,-32.698056,138.778889,15,1996,10
Atriplex lindleyi subsp. inflata,-32.554,138.835,15,1996,10
Atriplex stipitata,-32.513056,138.326389,15,1996,10
Atriplex angulata,-32.51,138.35,15,1996,10
Atriplex vesicaria,-32.559444,138.491944,15,1996,10
Atriplex stipitata,-32.62,138.33,150,1996,10
Atriplex vesicaria,-32.51,138.35,15,1996,10
Atriplex lindleyi subsp. inflata,-32.375,138.643,15,1996,10
Atriplex stipitata,-32.728889,138.476667,15,1996,10
Atriplex eardleyae,-32.715,138.698,150,1996,10
Atriplex vesicaria,-32.741667,138.990833,15,1996,10
Atriplex stipitata,-32.923611,138.648333,15,1996,10
Atriplex eardleyae,-32.614167,138.596111,15,1996,10
Atriplex quadrivalvata var. quadrivalvata,-27.316667,133.266667,1000,1994,10
Atriplex vesicaria,-35.513333,138.214444,150,1996,10
Atriplex vesicaria,-35.523056,138.198056,150,1996,10
Atriplex vesicaria,-35.511944,138.214722,150,1996,10
Atriplex suberecta,-34.6,138.666667,30000,1985,10
Atriplex eardleyae,-32.320556,136.078333,150,1985,10
Atriplex vesicaria,-32.553056,136.926667,150,1985,10
Atriplex vesicaria,-32.553056,136.926667,150,1985,10
Atriplex vesicaria,-32.553056,136.926667,150,1985,10
Atriplex angulata,-32.197778,135.509167,150,1985,10
Atriplex vesicaria,-32.2425,136.226111,150,1985,10
Atriplex vesicaria,-32.591944,135.304722,150,1985,10
Atriplex vesicaria,-32.536944,136.868889,150,1985,10
Atriplex vesicaria,-32.6125,136.215,150,1985,10
Atriplex vesicaria,-32.553056,136.926667,150,1985,10
Atriplex limbata,-32.1,135.683333,10000,1985,10
Atriplex stipitata,-32.147222,135.715833,150,1985,10
Atriplex vesicaria,-32.536944,136.868889,150,1985,10
Atriplex vesicaria,-32.536944,136.868889,150,1985,10
Atriplex eardleyae,-32.5775,136.868611,150,1985,10
Atriplex holocarpa,-32.265556,136.178611,150,1985,10
Atriplex holocarpa,-32.216667,136.083333,1000,1985,10
Atriplex stipitata,-32.546111,136.081111,150,1985,10
Atriplex holocarpa,-32.505556,136.729722,150,1985,10
Atriplex stipitata,-32.546111,136.081111,150,1985,10
Atriplex holocarpa,-32.5125,136.9375,150,1985,10
Atriplex holocarpa,-32.332222,136.285556,150,1985,10
Atriplex vesicaria,-32.3575,136.450833,1000,1985,10
Atriplex stipitata,-32.3575,136.450833,150,1985,10
Atriplex vesicaria,-32.629444,135.45,150,1985,10
Atriplex vesicaria,-32.155556,135.858889,150,1985,10
Atriplex acutibractea subsp. acutibractea,-32.320556,136.078333,150,1985,10
Atriplex vesicaria,-32.332222,136.285556,150,1985,10
Atriplex stipitata,-32.191667,135.113611,150,1985,10
Atriplex vesicaria,-32.151111,135.188889,150,1985,10
Atriplex vesicaria,-30.609722,133.230833,150,1987,10
Atriplex limbata,-32.133333,140.2,1000,1989,10
Atriplex angulata,-32.116667,140.2,1000,1989,10
Atriplex eardleyae,-32.116667,140.2,1000,1989,10
Atriplex crassipes,-30.566667,137.3,10000,1989,10
Atriplex lindleyi subsp. lindleyi,-30.6,137.3,1000,1989,10
Atriplex vesicaria,-33.916667,139.425,1000,1981,10
Atriplex paludosa subsp. cordata,-34.18,138.15,10000,NA,NA
Atriplex obconica,-27.55,135.45,10000,1950,NA
Atriplex lindleyi subsp. inflata,-28.13205,135.434394,30000,NA,NA
Atriplex vesicaria,-26.583333,133.25,30000,NA,NA
Atriplex holocarpa,-30.54987,130.96306,10000,NA,NA
Atriplex vesicaria,-28.616667,132.183333,10000,NA,NA
Atriplex cinerea,-34.933333,138.516667,1000,1910,NA
Atriplex lindleyi subsp. lindleyi,-34.032046,139.667746,1000,1910,NA
Atriplex semibaccata,-34.933333,138.516667,10000,NA,NA
Atriplex cinerea,-34.919013,137.513332,10000,NA,NA
Atriplex eardleyae,-31.666667,138.6,30000,NA,NA
Atriplex suberecta,-32.85,135.166667,10000,NA,NA
Atriplex angulata,-27.37,139.65,125000,NA,NA
Atriplex holocarpa,-27.55,135.45,10000,NA,NA
Atriplex suberecta,-34.933333,138.516667,10000,NA,NA
Atriplex suberecta,-34.883333,138.533333,10000,NA,NA
Atriplex australasica,-34.933333,138.516667,10000,NA,NA
Atriplex nummularia,-34.17,140.75,10000,NA,NA
Atriplex nummularia,-34.17,140.75,10000,NA,NA
Atriplex holocarpa,-26.666667,139.916667,30000,NA,NA
Atriplex velutinella,-29.666667,140.016667,10000,1894,NA
Atriplex holocarpa,-29.766667,140.25,30000,1894,NA
Atriplex angulata,-29.766667,140.25,10000,1894,NA
Atriplex lindleyi subsp. conduplicata,-32.5,137.8,10000,NA,NA
Atriplex suberecta,-32.5,137.766667,10000,NA,NA
Atriplex limbata,-29.033333,137.333333,30000,NA,NA
Atriplex angulata,-29.666667,140.016667,10000,1893,NA
Atriplex holocarpa,-29.5026,137.2336,30000,NA,NA
Atriplex vesicaria,-31.583333,132.3,30000,1957,NA
Atriplex eardleyae,-32.064,137.796,30000,NA,NA
Atriplex angulata,-26.583333,133.25,10000,NA,NA
Atriplex vesicaria,-26.583333,133.25,30000,NA,NA
Atriplex paludosa subsp. cordata,-35.37,136.95,10000,1910,NA
Atriplex vesicaria,-28.75,135.116667,10000,NA,NA
Atriplex lindleyi,-31.366667,137.35,10000,NA,NA
Atriplex vesicaria,-30.2,138.566667,1000,1897,NA
Atriplex pumilio,-34.266667,135.266667,1000,NA,NA
Atriplex vesicaria,-31.633333,138.05,10000,NA,NA
Atriplex vesicaria,-32.116667,137.15,10000,NA,NA
Atriplex fissivalvis,-28.166667,135.483333,10000,NA,NA
Atriplex semibaccata,-34.864273,139.628033,625000,NA,NA
Atriplex limbata,-30.433333,138.216667,1000,NA,NA
Atriplex limbata,-31.016667,137.05,10000,NA,NA
Atriplex limbata,-30.2,138.566667,30000,NA,NA
Atriplex limbata,-27.016667,138.9,30000,1939,NA
Atriplex eardleyae,-28.4612,136.958,125000,NA,NA
Atriplex kochiana,-30.20176,138.574384,10000,NA,NA
Atriplex australasica,-36.525114,139.828329,30000,NA,NA
Atriplex vesicaria,-32.5,137.766667,10000,1909,NA
Atriplex quinii,-27.733333,134.566667,30000,NA,NA
Atriplex stipitata,-32.845278,138.013889,10000,NA,NA
Atriplex vesicaria,-32.5,137.766667,10000,1950,NA
Atriplex holocarpa,-28.2012,134.7455,30000,NA,NA
Atriplex prostrata,-34.916667,138.5,10000,NA,NA
Atriplex angulata,-27.924802,139.43908,125000,NA,NA
Atriplex holocarpa,-27.366667,140.683333,1000,NA,NA
Atriplex velutinella,-31.216667,139.766667,10000,NA,NA
Atriplex vesicaria,-30.433333,138.216667,1000,NA,NA
Atriplex velutinella,-31.016667,137.05,30000,NA,NA
Atriplex velutinella,-31.016667,137.05,30000,NA,NA
Atriplex semibaccata,-35.333333,138.45,10000,1982,NA
Atriplex lindleyi subsp. conduplicata,-30.322049,136.9344,1000,1981,NA
Atriplex vesicaria,-30.323333,136.933333,150,1981,NA
Atriplex vesicaria,-30.725,136.893333,150,1981,NA
Atriplex paludosa subsp. cordata,-34.482075,136.267783,1000,1973,NA
Atriplex suberecta,-34.425556,137.914167,10000,NA,NA
Atriplex acutibractea subsp. karoniensis,-33.4,135.9,30000,NA,NA
Atriplex vesicaria,-32.066667,139.383333,30000,NA,NA
Atriplex vesicaria,-32.066667,139.383333,30000,NA,NA
Atriplex vesicaria,-32.066667,139.383333,30000,NA,NA
Atriplex vesicaria,-32.116667,139.35,10000,NA,NA
